"ASVId"	"taxid"	"accession"	"species"	"query_length"	"align_length"	"nident"	"pident"	"bitscore"	"evalue"	"score"	"tax_id_species"	"taxon"	"species_short"	"name"	"length_ratio"	"pident_97"	"length_ratio_1.1"	"passed"
"00496998cea3c2ecf4a05ce39d64abd1"	29347	"NR_028785.1"	"[Clostridium] scindens strain ATCC 35704 16S ribosomal RNA, partial sequence"	331	331	326	98.489	584	1.17e-166	316	29347	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] scindens"	"[Clostridium]_scindens"	"[Clostridium]_scindens;331;98.489"	1	TRUE	TRUE	TRUE
"00c7b3c90c9dddd3ec0d3dcb116eab97"	446660	"NR_121696.1"	"Adlercreutzia equolifaciens strain DSM 19450 16S ribosomal RNA, partial sequence"	286	266	260	97.744	459	6.32e-129	248	446660	"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens"	"Adlercreutzia_equolifaciens"	"Adlercreutzia_equolifaciens;Adlercreutzia_hattorii;266;97.744"	1.07518796992481	TRUE	TRUE	TRUE
"01265a83309689d4815afdc6b19b5e61"	301302	"NR_042832.1"	"Roseburia faecis strain M72/1 16S ribosomal RNA, partial sequence"	331	331	323	97.583	568	1.18e-161	307	301302	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia faecis"	"Roseburia_faecis"	"Roseburia_faecis;331;97.583"	1	TRUE	TRUE	TRUE
"01ebb6a09e43125166668dd7a138194a"	1629550	"NR_148815.1"	"Paraclostridium benzoelyticum strain JC272 16S ribosomal RNA, partial sequence"	329	329	329	100	608	6.91e-174	329	1629550	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Paraclostridium;s__Paraclostridium benzoelyticum"	"Paraclostridium_benzoelyticum"	"Paraclostridium_benzoelyticum;Paraclostridium_bifermentans;Paraclostridium_dentum;329;100"	1	TRUE	TRUE	TRUE
"01eef3dbad8ac2c5514aae9a90184281"	2316025	"NR_179276.1"	"Mediterraneibacter butyricigenes strain KCTC 15684 16S ribosomal RNA, partial sequence"	331	331	323	97.583	568	1.18e-161	307	2316025	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter butyricigenes"	"Mediterraneibacter_butyricigenes"	"Mediterraneibacter_butyricigenes;331;97.583"	1	TRUE	TRUE	TRUE
"0204d4e9023dba38fb753611bfc84a31"	324831	"NR_075051.2"	"Lactobacillus gasseri ATCC 33323 = JCM 1131 16S ribosomal RNA, complete sequence"	221	213	207	97.183	361	1.39e-99	195	324831	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri"	"Lactobacillus_gasseri"	"Lactobacillus_gasseri;Lactobacillus_hominis;Lactobacillus_johnsonii;Lactobacillus_paragasseri;Lactobacillus_taiwanensis;213;97.183"	1.03755868544601	TRUE	TRUE	TRUE
"02642285ee6f240099ab87955e1610a1"	1544	"NR_114392.1"	"Faecalicatena orotica strain JCM 1429 16S ribosomal RNA, partial sequence"	270	271	264	97.417	460	1.65e-129	249	1544	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena orotica"	"Faecalicatena_orotica"	"Faecalicatena_orotica;271;97.417"	0.996309963099631	TRUE	TRUE	TRUE
"02df7cb66acdfd865097f078be255b7c"	2880703	"NR_181880.1"	"Sangeribacter muris strain A43 16S ribosomal RNA, partial sequence"	302	302	302	100	558	6.43e-159	302	2880703	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sangeribacter;s__Sangeribacter muris"	"Sangeribacter_muris"	"Sangeribacter_muris;302;100"	1	TRUE	TRUE	TRUE
"034c37f3467e683b50a398ff36cb1518"	1702285	"NR_179426.1"	"Intestinimonas gabonensis strain GM5 16S ribosomal RNA, partial sequence"	331	331	324	97.885	573	2.54e-163	310	1702285	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__;g__Intestinimonas;s__Intestinimonas gabonensis"	"Intestinimonas_gabonensis"	"Intestinimonas_gabonensis;331;97.885"	1	TRUE	TRUE	TRUE
"039c086ba22dbfa460b930424096f9ba"	2528239	"NR_180566.1"	"Agrobacterium cavarae strain RZME10 16S ribosomal RNA, partial sequence"	330	330	330	100	610	1.93e-174	330	2528239	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium cavarae"	"Agrobacterium_cavarae"	"Agrobacterium_cavarae;330;100"	1	TRUE	TRUE	TRUE
"047a40309469d89e9e84fee4335cbd0b"	528178	"NR_116162.1"	"Neorhizobium alkalisoli strain CCBAU 01393 16S ribosomal RNA, partial sequence"	330	330	329	99.697	604	8.96e-173	327	528178	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Neorhizobium;s__Neorhizobium alkalisoli"	"Neorhizobium_alkalisoli"	"Neorhizobium_alkalisoli;Neorhizobium_galegae;Neorhizobium_huautlense;Neorhizobium_vignae;Rhizobium_mongolense;Rhizobium_panacihumi;330;99.697"	1	TRUE	TRUE	TRUE
"048697d734190548d48492b74b52f2ad"	446660	"NR_121696.1"	"Adlercreutzia equolifaciens strain DSM 19450 16S ribosomal RNA, partial sequence"	281	265	259	97.736	457	2.23e-128	247	446660	"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens"	"Adlercreutzia_equolifaciens"	"Adlercreutzia_equolifaciens;Adlercreutzia_hattorii;265;97.736"	1.06037735849057	TRUE	TRUE	TRUE
