"ASVId"	"taxid"	"accession"	"species"	"query_length"	"align_length"	"nident"	"pident"	"bitscore"	"evalue"	"score"	"tax_id_species"	"taxon"	"species_short"	"name"	"length_ratio"	"pident_97"	"length_ratio_1.1"	"passed"
"000b55bcf824df2e77deefe106efb06d"	29347	"NR_028785.1"	"[Clostridium] scindens strain ATCC 35704 16S ribosomal RNA, partial sequence"	331	331	325	98.187	579	5.45e-165	313	29347	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] scindens"	"[Clostridium]_scindens"	"[Clostridium]_scindens;331;98.187"	1	TRUE	TRUE	TRUE
"00496998cea3c2ecf4a05ce39d64abd1"	29347	"NR_028785.1"	"[Clostridium] scindens strain ATCC 35704 16S ribosomal RNA, partial sequence"	331	331	326	98.489	584	1.17e-166	316	29347	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] scindens"	"[Clostridium]_scindens"	"[Clostridium]_scindens;331;98.489"	1	TRUE	TRUE	TRUE
"00549ab9ae70a7661b82c606478c010d"	419475	"NR_042589.1"	"Brucella pseudogrignonensis strain CCUG 30717 16S ribosomal RNA, partial sequence"	330	330	327	99.091	593	1.94e-169	321	419475	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Brucellaceae;g__Brucella;s__Brucella pseudogrignonensis"	"Brucella_pseudogrignonensis"	"Brucella_pseudogrignonensis;330;99.091"	1	TRUE	TRUE	TRUE
"00a2de03151cb32e58355313acb9c023"	561088	"NR_116910.1"	"Aquamicrobium aerolatum strain Sa14 16S ribosomal RNA, partial sequence"	330	330	323	97.879	571	9.09e-163	309	561088	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Aquamicrobium;s__Aquamicrobium aerolatum"	"Aquamicrobium_aerolatum"	"Aquamicrobium_aerolatum;Aquamicrobium_zhengzhouense;330;97.879"	1	TRUE	TRUE	TRUE
"00f7d71023506d6b5b312a20cbfec3a2"	1036780	"NR_108516.1"	"Bosea robiniae strain R-46070 16S ribosomal RNA, partial sequence"	330	330	329	99.697	604	8.96e-173	327	1036780	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Boseaceae;g__Bosea;s__Bosea robiniae"	"Bosea_robiniae"	"Bosea_robiniae;330;99.697"	1	TRUE	TRUE	TRUE
"01265a83309689d4815afdc6b19b5e61"	301302	"NR_042832.1"	"Roseburia faecis strain M72/1 16S ribosomal RNA, partial sequence"	331	331	323	97.583	568	1.18e-161	307	301302	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia faecis"	"Roseburia_faecis"	"Roseburia_faecis;331;97.583"	1	TRUE	TRUE	TRUE
"016500f8f9834d4feaf7d51cd82847e7"	2735723	"NR_181198.1"	"Turicibacter bilis strain MMM721 16S ribosomal RNA, partial sequence"	363	345	338	97.971	599	4.62e-171	324	2735723	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis"	"Turicibacter_bilis"	"Turicibacter_bilis;345;97.971"	1.05217391304348	TRUE	TRUE	TRUE
"0181fdd0e0da500dca7a89d0997a6bba"	408	"NR_112231.1"	"Methylorubrum extorquens strain NCIMB 9399 16S ribosomal RNA, partial sequence"	330	330	330	100	610	1.93e-174	330	408	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylorubrum;s__Methylorubrum extorquens"	"Methylorubrum_extorquens"	"Methylorubrum_extorquens;Methylorubrum_populi;Methylorubrum_rhodesianum;Methylorubrum_thiocyanatum;Methylorubrum_zatmanii;330;100"	1	TRUE	TRUE	TRUE
"01a714d4e497e008c2bf764c88a8b7a3"	52699	"NR_119352.1"	"Aeromicrobium fastidiosum strain DSM 10552 16S ribosomal RNA, partial sequence"	332	332	329	99.096	597	1.51e-170	323	52699	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__Aeromicrobium fastidiosum"	"Aeromicrobium_fastidiosum"	"Aeromicrobium_fastidiosum;332;99.096"	1	TRUE	TRUE	TRUE
"01b7364fd988091c8dcb50d511a30bd8"	147809	"NR_104979.1"	"Ligilactobacillus araffinosus strain LMG 23560 16S ribosomal RNA, partial sequence"	332	332	331	99.699	608	6.97e-174	329	147809	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus araffinosus"	"Ligilactobacillus_araffinosus"	"Ligilactobacillus_araffinosus;Ligilactobacillus_aviarius;332;99.699"	1	TRUE	TRUE	TRUE
"01c2c87bd7b2e37940f169a190ea0f60"	191390	"NR_029050.1"	"Pseudomonas palleroniana strain CFBP 4389 16S ribosomal RNA, partial sequence"	331	331	331	100	612	5.37e-175	331	191390	"k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas palleroniana"	"Pseudomonas_palleroniana"	"Pseudomonas_palleroniana;331;100"	1	TRUE	TRUE	TRUE
"01ebb6a09e43125166668dd7a138194a"	1629550	"NR_148815.1"	"Paraclostridium benzoelyticum strain JC272 16S ribosomal RNA, partial sequence"	329	329	329	100	608	6.91e-174	329	1629550	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Paraclostridium;s__Paraclostridium benzoelyticum"	"Paraclostridium_benzoelyticum"	"Paraclostridium_benzoelyticum;Paraclostridium_bifermentans;Paraclostridium_dentum;329;100"	1	TRUE	TRUE	TRUE
"01eef3dbad8ac2c5514aae9a90184281"	2316025	"NR_179276.1"	"Mediterraneibacter butyricigenes strain KCTC 15684 16S ribosomal RNA, partial sequence"	331	331	323	97.583	568	1.18e-161	307	2316025	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter butyricigenes"	"Mediterraneibacter_butyricigenes"	"Mediterraneibacter_butyricigenes;331;97.583"	1	TRUE	TRUE	TRUE
